ClientID,pass,file,keyword,count,from_cache,server,latency_ms
1,777f79301b8c,shrek,DONKEY,320,True,de90a1ee24e5,7.423895003739744
1,777f79301b8c,shrek3,OGRE,39,True,de90a1ee24e5,3.04487299581524
1,777f79301b8c,grail,19.—Prince,2,False,de90a1ee24e5,10.907135001616552
1,777f79301b8c,shrek,(standing,0,False,de90a1ee24e5,10.438395998789929
1,777f79301b8c,grail,LTD/,0,False,de90a1ee24e5,11.664125995594077
2,777f79301b8c,shrek,DONKEY,320,True,2bf0d7df88f0,5.567532003624365
2,777f79301b8c,shrek3,OGRE,39,True,2bf0d7df88f0,1.961704998393543
2,777f79301b8c,grail,19.—Prince,2,True,2bf0d7df88f0,2.1083119936520234
2,777f79301b8c,shrek,(standing,0,True,2bf0d7df88f0,2.255248007713817
2,777f79301b8c,grail,LTD/,0,True,2bf0d7df88f0,2.7187050000065938
