ClientID,pass,file,keyword,count,from_cache,server,latency_ms
1,72b220d3f015,shrek,swamp,18,False,de90a1ee24e5,16.929107005125843
1,72b220d3f015,shrek,cottage.,0,False,de90a1ee24e5,11.107890008133836
1,72b220d3f015,shrek3,OGRE,39,False,de90a1ee24e5,13.98125100240577
1,72b220d3f015,grail,to,718,True,de90a1ee24e5,3.4405980113660917
1,72b220d3f015,grail,54,2,False,de90a1ee24e5,12.437519995728508
2,72b220d3f015,shrek,swamp,18,True,2bf0d7df88f0,7.362517004366964
2,72b220d3f015,shrek,cottage.,0,True,2bf0d7df88f0,2.8475789877120405
2,72b220d3f015,shrek3,OGRE,39,True,2bf0d7df88f0,2.8079509938834235
2,72b220d3f015,grail,to,718,True,2bf0d7df88f0,2.7597459993558004
2,72b220d3f015,grail,54,2,True,2bf0d7df88f0,2.464544988470152
